"","logFC","logCPM","LR","PValue"
"SPU_010424.a",-0.311105373921224,6.0439078005209,0.656561871747012,0.417776362282959
"SPU_010424.d",0.042415893299071,5.30455600502548,0.00665987599056805,0.934958389123673
"SPU_010423",0.224086904643868,3.88320182131756,0.128336402578116,0.720163187864183
"SPU_010422",-0.744460314883958,2.81304371831321,0.979422247332697,0.322341485619405
"SPU_008037",0.708927690010276,2.32394911747118,0.658637375610732,0.417041413450987
"SPU_010416",2.02540114030197,5.04311590252772,15.5153232173975,8.18391497239092e-05
"SPU_010429",0.301761911967358,6.52839796543849,0.943120960327914,0.331476500904393
"SPU_021719",0.24852069223147,4.44554838204833,0.134568053917263,0.71374195967893
"SPU_006841",0.498790221984096,2.91615815009155,0.378634906302105,0.53833471828346
"SPU_014638",0.0580703759217635,6.09294471658963,0.0253539615268465,0.873488241191475
"SPU_014639",-0.124160225402896,4.04408996624204,0.0383440514223974,0.844753895385921
"SPU_024487",0.592393693749995,7.56366805108267,5.61847006764977,0.0177721563913769
"SPU_019370",1.17680504228964,6.74697235224625,14.065636510323,0.00017653990595538
"SPU_004756",-0.0363121486647636,8.05498626336517,0.0296572532407051,0.863270224416505
"SPU_019055",-0.832704776197305,5.23137005367821,3.07890144840479,0.0793140810249279
"SPU_011284",0.063554686816307,8.20194629146166,0.093933985332475,0.759234243820386
"SPU_005081",-0.0697488116507328,4.73161336926846,0.0187160172425669,0.891183749164307
"SPU_003832",0.581640627699459,6.82030937593357,4.78547062967206,0.0287008036950053
"SPU_028905",0.329462702724069,3.5026576032135,0.178650226673787,0.672535789537896
"SPU_025767",-0.929814394211463,3.92575941614136,2.09297811988364,0.147977359179642
"SPU_018732",-0.295523498995279,3.13107234722313,0.132618665175535,0.715732219696871
"SPU_018731",0.295401724658506,1.45776365058414,0.100907865646514,0.750742867981394
"SPU_003827",-0.377006529637037,2.31852030855141,0.215221534352213,0.642705242311339
"SPU_005941",0.487495217970893,6.60009634474819,2.52486269590626,0.112064534750495
"SPU_004545",0.276002211193743,3.41013113787672,0.0809770301375075,0.775977710472932
"SPU_021205",-0.64226960982738,6.11570530534135,3.03651625237977,0.0814104571601977
"SPU_003339",-0.420969594906232,4.86528826169986,0.648098504891387,0.42079333508519
"SPU_023527",0.215302562965857,3.28841049430803,0.095878675669937,0.756832590264887
