geneid,binom
SPU_002217,0
SPU_002218,0
SPU_002219,0
SPU_002220,0
SPU_002221,0
SPU_002222,0
SPU_002223,0
SPU_002224,0
SPU_002225,0
SPU_002226,0
SPU_002229,0
SPU_002231,0
SPU_002232,0
SPU_002234,0
SPU_002236,0
SPU_002237,0
SPU_002238,0
SPU_002239,0
SPU_002241,0
SPU_002242,0
SPU_002243,0
SPU_002244,0
SPU_002245,0
SPU_002246,0
SPU_002247,0
SPU_002248,0
SPU_002250,0
SPU_002252,0
SPU_002253,0
SPU_002254,0
SPU_002255,0
SPU_002256,0
SPU_002259,0
SPU_002260,1
SPU_002261,0
SPU_002262,0
SPU_002263,0
SPU_002264,0
SPU_002265,0
SPU_002266,0
SPU_002267,0
SPU_002268,0
SPU_002269,0
SPU_002270,0
SPU_002271,0
SPU_002272,0
SPU_002273,0
SPU_002276,0
SPU_002277,0
SPU_002278,0
SPU_002280,0
SPU_002281,0
SPU_002282,0
SPU_002283,0
SPU_002284,0
SPU_002285,0
SPU_002286,0
SPU_002287,0
SPU_002288,0
SPU_002289,0
SPU_002291,0
SPU_002292,0
SPU_002293,0
SPU_002294,0
SPU_002295,0
SPU_002296,0
SPU_002297,0
SPU_002299,0
SPU_002301,0
SPU_002302,0
SPU_002303,0
SPU_002306,0
SPU_002307,0
SPU_002308,0
SPU_002309,0
SPU_002311,0
SPU_002312,0
SPU_002313,0
SPU_002315,0
SPU_002316,0
SPU_002317,0
SPU_002320,0
SPU_002324,0
SPU_002326,0
SPU_002327,0
SPU_002329,0
SPU_002330,0
SPU_002331,0
SPU_002333,0
SPU_002335,0
SPU_002336,0
SPU_002338,0
SPU_002339,0
SPU_002340,0
SPU_002341,0
SPU_002344,0
SPU_002345,0
SPU_002346,0
SPU_002348,0
SPU_002350,0
SPU_002351,0
SPU_002354,0
SPU_002355,0
SPU_002356,0
SPU_002358,0
SPU_002360,0
SPU_002362,0
SPU_002363,0
SPU_002365,0
SPU_002366,1
SPU_002367,0
SPU_002371,0
SPU_002372,0
SPU_002373,0
SPU_002374,0
SPU_002375,0
SPU_002376,0
SPU_002379,0
SPU_002380,0
SPU_002383,0
SPU_002385,1
SPU_002387,0
SPU_002388,0
SPU_002389,0
SPU_002390,0
SPU_002393,0
SPU_002394,0
SPU_002395,0
SPU_002396,0
SPU_002397,0
SPU_002398,0
SPU_002400,0
